Season,season_id,Team,team_id,Player,player_id,AB,GDP,DP_Rate,stats_url
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Owens, J",440815,478,7,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Nicolas, C",386631,410,6,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Quiroz, I",1745419,274,4,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2025,34102,Southern Maryland Blue Crabs,3608,"De Aza, A",1752596,274,4,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34102
ALPB- 2016,30100,New Britain Bees,107693,"Hewitt, A",956469,274,4,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Shumpert, N",1750454,206,3,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2013,21966,Long Island Ducks,3609,"x Perales, D",436810,205,3,0.0146,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2016,30100,Somerset Patriots,3604,"x Jones, M",958060,341,5,0.0147,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2023,34162,High Point Rockers,163529,"Yang, D",1751083,340,5,0.0147,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2019,34130,Southern Maryland Blue Crabs,3608,"McAdams, J",1750066,272,4,0.0147,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34130
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Hobson, K",1750300,405,6,0.0148,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2016,30100,York Revolution,3614,"Mitchell, J",1002184,270,4,0.0148,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2017,30757,Sugar Land Skeeters,34136,"Prince, J",960120,471,7,0.0149,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30757
ALPB- 2022,34154,High Point Rockers,163529,"Downs, J",1750513,403,6,0.0149,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2025,34102,Staten Island Ferry Hawks,163526,"x Fontana, S",1748798,202,3,0.0149,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34102
ALPB- 2025,34102,York Revolution,3614,"x Arocho, J",1765821,202,3,0.0149,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34102
ALPB- 2024,33927,Long Island Ducks,3609,"x Dearden, T",1694120,202,3,0.0149,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=33927
ALPB- 2019,34130,Southern Maryland Blue Crabs,3608,"Thomas, A",1750317,466,7,0.015,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34130
ALPB- 2022,34154,Charleston Dirty Birds,163527,"González, A",1750843,267,4,0.015,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34154
ALPB- 2019,34130,Long Island Ducks,3609,"Turbo, J",1749709,267,4,0.015,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB - 2010,249,Long Island Ducks,3609,"Francia, J",45567,267,4,0.015,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2015,29210,Bridgeport Bluefish,3611,"x Rodriguez, L",757218,200,3,0.015,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB - 2011,540,Long Island Ducks,3609,"Esquivel, M",300197,332,5,0.0151,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540
ALPB- 2017,30757,Somerset Patriots,3604,"Eggleston, A",415718,331,5,0.0151,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2023,34162,High Point Rockers,163529,"Taylor, B",1751091,265,4,0.0151,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2019,34130,Long Island Ducks,3609,"Mazzilli, L",1750041,460,7,0.0152,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2023,34162,Spire City Ghost Hounds,165441,"Marmolejos, J",1751111,396,6,0.0152,https://baseball.pointstreak.com/team_stats.html?teamid=165441&seasonid=34162
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,"Cespedes, R",1750639,329,5,0.0152,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162
ALPB- 2016,30100,York Revolution,3614,"Rockett, M",938446,458,7,0.0153,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2016,30100,Somerset Patriots,3604,"Eggleston, A",415718,458,7,0.0153,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2025,34102,Long Island Ducks,3609,"Kohlwey, T",1748019,327,5,0.0153,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34102
ALPB - 2011,540,Bridgeport Bluefish,3611,"Lopez, L",45552,456,7,0.0154,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
ALPB- 2021,34146,Lexington Legends,163530,"Hawkins, C",1701072,324,5,0.0154,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34146
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Levy, S",1750511,260,4,0.0154,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB- 2012,12585,Bridgeport Bluefish,3611,"Gathright, J",283023,260,4,0.0154,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=12585
ALPB- 2014,28163,York Revolution,3614,"Smith, S",580473,453,7,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=28163
ALPB- 2023,34162,High Point Rockers,163529,"Aklinski, B",1750098,451,7,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2013,21966,Sugar Land Skeeters,34136,"Scott, T",442667,387,6,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2022,34154,Long Island Ducks,3609,"Travis, S",1750668,323,5,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2025,34102,Gastonia Ghost Peppers,163528,"Roederer, C",1749859,323,5,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34102
ALPB- 2018,31284,Sugar Land Skeeters,34136,"x Hawkins, C",1256099,323,5,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2013,21966,Sugar Land Skeeters,34136,"x Rockett, M",442692,258,4,0.0155,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2017,30757,New Britain Bees,107693,"Bierfeldt, C",1270676,450,7,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2023,34162,High Point Rockers,163529,"Grotjohn, R",1751099,384,6,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Rosa, J",1715048,257,4,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2016,30100,Long Island Ducks,3609,"Colvin, T",980282,257,4,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2015,29210,Long Island Ducks,3609,"x Corona, R",790192,257,4,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB- 2014,28163,Bridgeport Bluefish,3611,"Richard, M",163093,256,4,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB- 2014,28163,Bridgeport Bluefish,3611,"x Almonte, D",600721,256,4,0.0156,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Denker, T",370201,510,8,0.0157,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Myers, D",974317,382,6,0.0157,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB- 2025,34102,Gastonia Ghost Peppers,163528,"Guthrie, D",1748847,318,5,0.0157,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34102
ALPB- 2013,21966,Long Island Ducks,3609,"Hall, B",474706,318,5,0.0157,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Gailen, B",290236,444,7,0.0158,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB - 2010,249,Long Island Ducks,3609,"Cavagnaro, M",45566,443,7,0.0158,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2014,28163,York Revolution,3614,"Garcia, T",600231,442,7,0.0158,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=28163
ALPB- 2015,29210,Bridgeport Bluefish,3611,"Prince, J",960120,253,4,0.0158,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB - 2010,249,Somerset Patriots,3604,"Burke, J",46189,441,7,0.0159,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2021,34146,Lexington Legends,163530,"Pugh, T",1750086,378,6,0.0159,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34146
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Crosby, A",1750077,377,6,0.0159,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2013,21966,Bridgeport Bluefish,3611,"Simmons, J",838995,315,5,0.0159,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=21966
ALPB - 2011,540,Road Warriors,12699,"Cruz, A",127872,251,4,0.0159,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2022,34154,Staten Island Ferry Hawks,163526,"Cespedes, R",1750639,438,7,0.016,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34154
ALPB- 2016,30100,Sugar Land Skeeters,34136,"x Hague, R",960121,437,7,0.016,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Garcia, E",963921,436,7,0.0161,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB - 2010,249,Long Island Ducks,3609,"x Hernandez, J",45572,311,5,0.0161,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2021,34146,York Revolution,3614,"Rodriguez, N",1750414,310,5,0.0161,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB - 2011,540,Long Island Ducks,3609,"Colina, J",127671,431,7,0.0162,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540
ALPB- 2025,34102,Charleston Dirty Birds,163527,"Daniels, Z",1750013,371,6,0.0162,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34102
ALPB- 2016,30100,Bridgeport Bluefish,3611,"Chavez, E",947086,371,6,0.0162,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB- 2017,30757,New Britain Bees,107693,"Crouse, M",941125,491,8,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2023,34162,High Point Rockers,163529,"Burt, D",1751095,307,5,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB - 2010,249,Somerset Patriots,3604,"Hernandez, M",619536,307,5,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2019,34130,Long Island Ducks,3609,"Romero, D",1234788,246,4,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Gailen, B",290236,246,4,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2024,33927,Staten Island Ferry Hawks,163526,"De Aza, A",1711164,245,4,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=33927
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Frawley, C",285152,245,4,0.0163,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB - 2010,249,Southern Maryland Blue Crabs,3608,"Garcia, T",45603,489,8,0.0164,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=249
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Kirkland, K",505683,304,5,0.0164,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2023,34162,Lexington Counter Clocks,163530,"Dawson, R",1751200,244,4,0.0164,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34162
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Sandford, C",1750089,423,7,0.0165,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB - 2010,249,Bridgeport Bluefish,3611,"Putnam, D",45556,364,6,0.0165,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB- 2024,33927,Lexington Legends,163530,"Cottam, K",1695742,418,7,0.0167,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=33927
ALPB- 2018,31284,Road Warriors,133094,"Martinez, O",1246939,418,7,0.0167,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2017,30757,New Britain Bees,107693,"Kajimoto, Y",1129814,360,6,0.0167,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Nash, T",824103,359,6,0.0167,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2018,31284,Road Warriors,133094,"Ray, A",1341401,240,4,0.0167,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Reinheimer, J",1750918,477,8,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB- 2013,21966,Long Island Ducks,3609,"x Brodin, J",884890,417,7,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2012,12585,Somerset Patriots,3604,"Hoorelbeke, J",289083,358,6,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=12585
ALPB - 2011,540,Road Warriors,12699,"Johnson, J",289116,358,6,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB - 2010,249,Lancaster Barnstormers,3613,"Mulhern, R",57258,298,5,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2018,31284,York Revolution,3614,"Burgess, M",1003699,297,5,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Martinez, O",290831,297,5,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB- 2012,12585,Long Island Ducks,3609,"Esquivel, M",300197,238,4,0.0168,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB- 2014,28163,Long Island Ducks,3609,"Lentini, F",582166,593,10,0.0169,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2021,34146,Gastonia Honey Hunters,163528,"Sale, J",1750579,415,7,0.0169,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146
ALPB- 2022,34154,Lexington Legends,163530,"Pugh, T",1750086,356,6,0.0169,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2023,34162,Long Island Ducks,3609,"De Aza, A",1711164,295,5,0.0169,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"x Hankerd, C",592708,237,4,0.0169,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Garner, C",612859,530,9,0.017,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2013,21966,Somerset Patriots,3604,"Skelton, J",780624,235,4,0.017,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=21966
ALPB- 2012,12585,Bridgeport Bluefish,3611,"Jones, K",286509,467,8,0.0171,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=12585
ALPB- 2025,34102,Lancaster Stormers,3613,"Martin, M",1747602,350,6,0.0171,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34102
ALPB- 2023,34162,Spire City Ghost Hounds,165441,"Cabrera, L",1728741,466,8,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=165441&seasonid=34162
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Giansanti, A",1101035,465,8,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2015,29210,Somerset Patriots,3604,"Eggleston, A",415718,408,7,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2022,34154,Charleston Dirty Birds,163527,"Burcham, S",1750859,349,6,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34154
ALPB- 2014,28163,Somerset Patriots,3604,"Barden, B",650397,290,5,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2021,34146,Charleston Dirty Birds,163527,"Kelly, S",1764620,232,4,0.0172,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146
ALPB- 2013,21966,York Revolution,3614,"Perez, A",288351,520,9,0.0173,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2016,30100,Long Island Ducks,3609,"Cleary Jr., D",807269,405,7,0.0173,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2012,12585,York Revolution,3614,"x Shanks, J",375161,289,5,0.0173,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"x Sanchez, Y",125433,231,4,0.0173,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Miller, J",1745941,344,6,0.0174,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Loehr, T",1747595,344,6,0.0174,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2021,34146,Long Island Ducks,3609,"Giardina, S",1750057,230,4,0.0174,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146
ALPB- 2017,30757,New Britain Bees,107693,"McGuiggan, J",1009370,230,4,0.0174,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB - 2011,540,Camden Riversharks,3610,"Pacheco, J",160413,230,4,0.0174,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2024,33927,High Point Rockers,163529,"Owings, C",1697000,457,8,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=33927
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Bradley, B",1751137,400,7,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2016,30100,Lancaster Barnstormers,3613,"Halton, S",947323,400,7,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB- 2019,34130,Somerset Patriots,3604,"Massey, C",800008,343,6,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2012,12585,York Revolution,3614,"Thurston, J",347337,229,4,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2025,34102,York Revolution,3614,"Higgins, R",1749208,228,4,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34102
ALPB - 2011,540,Bridgeport Bluefish,3611,"x Berroa, A",128331,228,4,0.0175,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
ALPB- 2014,28163,Long Island Ducks,3609,"Puckett, C",604340,568,10,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Barfield, J",816676,510,9,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB - 2011,540,Lancaster Barnstormers,3613,"Mejia, G",128904,455,8,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Cone, Z",1088826,454,8,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2018,31284,Long Island Ducks,3609,"Fields, D",1115672,341,6,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2016,30100,Somerset Patriots,3604,"x Fields, M",885458,227,4,0.0176,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB - 2011,540,Bridgeport Bluefish,3611,"Perez, A",128327,339,6,0.0177,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
ALPB- 2022,34154,Southern Maryland Blue Crabs,3608,"Crosby, A",1750077,450,8,0.0178,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34154
ALPB- 2015,29210,York Revolution,3614,"Boggs, B",781761,450,8,0.0178,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2021,34146,High Point Rockers,163529,"Downs, J",1750513,337,6,0.0178,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146
ALPB- 2014,28163,Sugar Land Skeeters,34136,"x Stavinoha, N",601453,337,6,0.0178,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2012,12585,Bridgeport Bluefish,3611,"Redman, P",128333,503,9,0.0179,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=12585
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Harvey, R",290238,448,8,0.0179,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Ervin, P",1696561,391,7,0.0179,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2019,34130,Sugar Land Skeeters,34136,"Mitchell, J",1750253,224,4,0.0179,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=34130
ALPB- 2016,30100,Lancaster Barnstormers,3613,"Kobernus, J",950118,224,4,0.0179,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB - 2011,540,Lancaster Barnstormers,3613,"Everidge, T",128903,501,9,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB- 2022,34154,Lexington Legends,163530,"Geraldo, M",1695409,389,7,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2025,34102,High Point Rockers,163529,"x Gonzalez, L",1747964,334,6,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2021,34146,High Point Rockers,163529,"McOwen, J",1088919,333,6,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146
ALPB- 2025,34102,Hagerstown Flying Boxcars,163525,"Williams, T",1766572,222,4,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=34102
ALPB- 2024,33927,Long Island Ducks,3609,"x Sisco, C",1694117,222,4,0.018,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=33927
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Hoover, J",1744259,331,6,0.0181,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2023,34162,Lexington Counter Clocks,163530,"Tavarez, J",1750804,221,4,0.0181,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34162
ALPB- 2015,29210,York Revolution,3614,"Calderon, Y",1075788,221,4,0.0181,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2022,34154,Long Island Ducks,3609,"Woodcock, D",1750688,329,6,0.0182,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Russell, K",505698,220,4,0.0182,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2013,21966,Bridgeport Bluefish,3611,"Krum, A",435078,493,9,0.0183,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=21966
ALPB- 2016,30100,Long Island Ducks,3609,"Lyons, D",127728,382,7,0.0183,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2016,30100,New Britain Bees,107693,"Crouse, M",941125,382,7,0.0183,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2017,30757,York Revolution,3614,"x Triunfel, C",1131038,218,4,0.0183,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB- 2014,28163,Sugar Land Skeeters,34136,"Langerhans, R",487945,434,8,0.0184,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Carr, J",1696566,432,8,0.0185,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2019,34130,Southern Maryland Blue Crabs,3608,"Griffin, J",1750318,325,6,0.0185,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34130
ALPB- 2025,34102,Staten Island Ferry Hawks,163526,"Maggi, D",1747711,216,4,0.0185,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34102
ALPB- 2023,34162,High Point Rockers,163529,"Wiel, A",1750887,431,8,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2017,30757,Sugar Land Skeeters,34136,"Benson, J",831860,429,8,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30757
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Martinez, M",1750290,377,7,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2022,34154,Long Island Ducks,3609,"De Aza, A",1711164,376,7,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Rondon, C",1750445,376,7,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Bortnick, T",1231242,322,6,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2017,30757,Lancaster Barnstormers,3613,"Amaral, B",1161529,215,4,0.0186,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"Opitz, J",585898,482,9,0.0187,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2016,30100,York Revolution,3614,"Perez, A",288351,481,9,0.0187,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
